cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Rosslyn;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/rosslyn;The Orchards Uit 31;http://the-orchards-uit-31.postalcodez.co.za/postalcode/gp/city-of-tshwane/rosslyn/the-orchards-uit-31;Location: The Orchards Uit 31;182;201;Rosslyn;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Rooihuiskraal;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/rooihuiskraal;Rooihuiskraal Ext 1;http://rooihuiskraal-ext-1.postalcodez.co.za/postalcode/gp/city-of-tshwane/rooihuiskraal/rooihuiskraal-ext-1;Location: Rooihuiskraal Ext 1;157;154;Rooihuiskraal;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Willow Way;http://willow-way.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/willow-way;Location: Willow Way;180;41;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Ninapark;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/ninapark;Ninapark Uit 1;http://ninapark-uit-1.postalcodez.co.za/postalcode/gp/city-of-tshwane/ninapark/ninapark-uit-1;Location: Ninapark Uit 1;182;156;Ninapark;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Temba;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/temba;Ga Habedi;http://ga-habedi.postalcodez.co.za/postalcode/gp/city-of-tshwane/temba/ga-habedi;Location: Ga Habedi;-------;410;Temba;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Faerie Glen Ext 28;http://faerie-glen-ext-28.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/faerie-glen-ext-28;Location: Faerie Glen Ext 28;81;43;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Tembisa;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/tembisa;Ivory Park Ext 13;http://ivory-park-ext-13.postalcodez.co.za/postalcode/gp/city-of-tshwane/tembisa/ivory-park-ext-13;Location: Ivory Park Ext 13;1632;1689;Tembisa;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Johannesburg;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/johannesburg;Atholl Uit 18;http://atholl-uit-18.postalcodez.co.za/postalcode/gp/city-of-tshwane/johannesburg/atholl-uit-18;Location: Atholl Uit 18;2196;2031;Johannesburg;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Ninapark;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/ninapark;Ninapark Uit 8;http://ninapark-uit-8.postalcodez.co.za/postalcode/gp/city-of-tshwane/ninapark/ninapark-uit-8;Location: Ninapark Uit 8;182;156;Ninapark;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Mamelodi;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/mamelodi;Mamelodi-Oos Uit 18;http://mamelodi-oos-uit-18.postalcodez.co.za/postalcode/gp/city-of-tshwane/mamelodi/mamelodi-oos-uit-18;Location: Mamelodi-Oos Uit 18;122;-------;Mamelodi;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
