province;province-href;cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;Solheim;http://solheim.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/solheim;Location: Solheim;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Gemsbokpark;http://gemsbokpark.postalcodez.co.za/postalcode/nc/siyanda/upington/gemsbokpark;Location: Gemsbokpark;-------;8815;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Belgravia;http://belgravia.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/belgravia;Location: Belgravia;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Calvinia;http://postalcodez.co.za/postalcodes/nc/namakwa/calvinia;Calvinia;http://calvinia.postalcodez.co.za/postalcode/nc/namakwa/calvinia/calvinia;Location: Calvinia;8190;8190;Calvinia;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Verwoerdpark Khw;http://verwoerdpark-khw.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/verwoerdpark-khw;Location: Verwoerdpark Khw;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Minerwa Gardens;http://minerwa-gardens.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/minerwa-gardens;Location: Minerwa Gardens;8345;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Prieska;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/prieska;Prieska Uit 10;http://prieska-uit-10.postalcodez.co.za/postalcode/nc/pixley-ka-seme/prieska/prieska-uit-10;Location: Prieska Uit 10;8940;-------;Prieska;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Oosterville;http://oosterville.postalcodez.co.za/postalcode/nc/siyanda/upington/oosterville;Location: Oosterville;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Barkly West;http://postalcodez.co.za/postalcodes/nc/frances-baard/barkly-west;Barkly-Wes;http://barkly-wes.postalcodez.co.za/postalcode/nc/frances-baard/barkly-west/barkly-wes;Location: Barkly-Wes;8375;8375;Barkly West;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Flora Park;http://flora-park.postalcodez.co.za/postalcode/nc/siyanda/upington/flora-park;Location: Flora Park;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Loeriesfontein;http://postalcodez.co.za/postalcodes/nc/namakwa/loeriesfontein;Skema;http://skema.postalcodez.co.za/postalcode/nc/namakwa/loeriesfontein/skema;Location: Skema;-------;8185;Loeriesfontein;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Prieska;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/prieska;Prieska;http://prieska.postalcodez.co.za/postalcode/nc/pixley-ka-seme/prieska/prieska;Location: Prieska;8940;8940;Prieska;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Springbok;http://postalcodez.co.za/postalcodes/nc/namakwa/springbok;Vaalwater;http://vaalwater.postalcodez.co.za/postalcode/nc/namakwa/springbok/vaalwater;Location: Vaalwater;-------;8240;Springbok;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Colville Uit 16;http://colville-uit-16.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/colville-uit-16;Location: Colville Uit 16;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Galeshewe;http://postalcodez.co.za/postalcodes/nc/frances-baard/galeshewe;Kimberley TSP;http://kimberley-tsp.postalcodez.co.za/postalcode/nc/frances-baard/galeshewe/kimberley-tsp;Location: Kimberley TSP;8330;-------;Galeshewe;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;De Aar Uit 21;http://de-aar-uit-21.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/de-aar-uit-21;Location: De Aar Uit 21;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;Happy Valley;http://happy-valley.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/happy-valley;Location: Happy Valley;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Pella;http://postalcodez.co.za/postalcodes/nc/namakwa/pella;Pella;http://pella.postalcodez.co.za/postalcode/nc/namakwa/pella/pella;Location: Pella;8891;8891;Pella;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;De Aar West;http://de-aar-west.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/de-aar-west;Location: De Aar West;-------;7000;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Ritchie Ext 5;http://ritchie-ext-5.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/ritchie-ext-5;Location: Ritchie Ext 5;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Ipopeng;http://ipopeng.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/ipopeng;Location: Ipopeng;8345;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Lambrechtsdrif;http://lambrechtsdrif.postalcodez.co.za/postalcode/nc/siyanda/upington/lambrechtsdrif;Location: Lambrechtsdrif;-------;8820;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Seseng;http://postalcodez.co.za/postalcodes/nc/kgalagadi/seseng;Seseng;http://seseng.postalcodez.co.za/postalcode/nc/kgalagadi/seseng/seseng;Location: Seseng;8447;8447;Seseng;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Jan Kempdorp;http://postalcodez.co.za/postalcodes/nc/frances-baard/jan-kempdorp;Valspan;http://valspan.postalcodez.co.za/postalcode/nc/frances-baard/jan-kempdorp/valspan;Location: Valspan;-------;8553;Jan Kempdorp;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Leerkrans;http://leerkrans.postalcodez.co.za/postalcode/nc/siyanda/upington/leerkrans;Location: Leerkrans;-------;8818;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Hartswater;http://postalcodez.co.za/postalcodes/nc/frances-baard/hartswater;Bonitapark;http://bonitapark.postalcodez.co.za/postalcode/nc/frances-baard/hartswater/bonitapark;Location: Bonitapark;8570;-------;Hartswater;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Prieska;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/prieska;Prieska Uit 15;http://prieska-uit-15.postalcodez.co.za/postalcode/nc/pixley-ka-seme/prieska/prieska-uit-15;Location: Prieska Uit 15;8940;-------;Prieska;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Boshof;http://postalcodez.co.za/postalcodes/nc/siyanda/boshof;Boshof;http://boshof.postalcodez.co.za/postalcode/nc/siyanda/boshof/boshof;Location: Boshof;8340;8340;Boshof;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Florapark;http://florapark.postalcodez.co.za/postalcode/nc/siyanda/upington/florapark;Location: Florapark;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Kimberley West;http://kimberley-west.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/kimberley-west;Location: Kimberley West;-------;8303;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Turflaagte Phase 1;http://turflaagte-phase-1.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/turflaagte-phase-1;Location: Turflaagte Phase 1;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Gemdene;http://gemdene.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/gemdene;Location: Gemdene;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Utility;http://utility.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/utility;Location: Utility;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;De Beers;http://de-beers.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/de-beers;Location: De Beers;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Royldene;http://royldene.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/royldene;Location: Royldene;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Daniëlskuil;http://postalcodez.co.za/postalcodes/nc/siyanda/dani-lskuil;Daniëlskuil;http://dani-lskuil.postalcodez.co.za/postalcode/nc/siyanda/dani-lskuil/dani-lskuil;Location: Daniëlskuil;-------;8405;Daniëlskuil;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Royalglen;http://royalglen.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/royalglen;Location: Royalglen;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Jan Kempdorp;http://postalcodez.co.za/postalcodes/nc/frances-baard/jan-kempdorp;Andalusiapark;http://andalusiapark.postalcodez.co.za/postalcode/nc/frances-baard/jan-kempdorp/andalusiapark;Location: Andalusiapark;8550;8550;Jan Kempdorp;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Lime Acres;http://postalcodez.co.za/postalcodes/nc/siyanda/lime-acres;Lime Acres;http://lime-acres.postalcodez.co.za/postalcode/nc/siyanda/lime-acres/lime-acres;Location: Lime Acres;8410;8410;Lime Acres;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Fraserburg;http://postalcodez.co.za/postalcodes/nc/namakwa/fraserburg;Fraserburg;http://fraserburg.postalcodez.co.za/postalcode/nc/namakwa/fraserburg/fraserburg;Location: Fraserburg;6960;6960;Fraserburg;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Modder River;http://modder-river.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/modder-river;Location: Modder River;-------;8700;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Klisserville;http://klisserville.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/klisserville;Location: Klisserville;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Oosterville Ext 17;http://oosterville-ext-17.postalcodez.co.za/postalcode/nc/siyanda/upington/oosterville-ext-17;Location: Oosterville Ext 17;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Postmasburg;http://postalcodez.co.za/postalcodes/nc/frances-baard/postmasburg;West End;http://west-end.postalcodez.co.za/postalcode/nc/frances-baard/postmasburg/west-end;Location: West End;8420;-------;Postmasburg;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Tambo Square;http://tambo-square.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/tambo-square;Location: Tambo Square;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Phola Park;http://phola-park.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/phola-park;Location: Phola Park;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Carnarvon;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/carnarvon;Bonteheuwel;http://bonteheuwel.postalcodez.co.za/postalcode/nc/pixley-ka-seme/carnarvon/bonteheuwel;Location: Bonteheuwel;-------;8925;Carnarvon;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Noupoort;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/noupoort;Hospitaal Heuwel;http://hospitaal-heuwel.postalcodez.co.za/postalcode/nc/pixley-ka-seme/noupoort/hospitaal-heuwel;Location: Hospitaal Heuwel;5950;-------;Noupoort;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Garies;http://postalcodez.co.za/postalcodes/nc/namakwa/garies;Garagams;http://garagams.postalcodez.co.za/postalcode/nc/namakwa/garies/garagams;Location: Garagams;-------;8223;Garies;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Brandvlei;http://postalcodez.co.za/postalcodes/nc/namakwa/brandvlei;Brandvlei;http://brandvlei.postalcodez.co.za/postalcode/nc/namakwa/brandvlei/brandvlei;Location: Brandvlei;-------;8915;Brandvlei;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Orania;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/orania;Orania;http://orania.postalcodez.co.za/postalcode/nc/pixley-ka-seme/orania/orania;Location: Orania;-------;8752;Orania;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Keimoes;http://postalcodez.co.za/postalcodes/nc/siyanda/keimoes;Keimoes Ext 6;http://keimoes-ext-6.postalcodez.co.za/postalcode/nc/siyanda/keimoes/keimoes-ext-6;Location: Keimoes Ext 6;8860;-------;Keimoes;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Alexander Bay;http://postalcodez.co.za/postalcodes/nc/namakwa/alexander-bay;Alexanderbaai;http://alexanderbaai.postalcodez.co.za/postalcode/nc/namakwa/alexander-bay/alexanderbaai;Location: Alexanderbaai;-------;8290;Alexander Bay;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Middelpos;http://middelpos.postalcodez.co.za/postalcode/nc/siyanda/upington/middelpos;Location: Middelpos;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Verwoerdpark Sihs;http://verwoerdpark-sihs.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/verwoerdpark-sihs;Location: Verwoerdpark Sihs;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Pofadder;http://postalcodez.co.za/postalcodes/nc/namakwa/pofadder;Pofadder;http://pofadder.postalcodez.co.za/postalcode/nc/namakwa/pofadder/pofadder;Location: Pofadder;8890;8890;Pofadder;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Solomon Mahlangu;http://solomon-mahlangu.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/solomon-mahlangu;Location: Solomon Mahlangu;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Vanderkloof;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/vanderkloof;Vanderkloofdam;http://vanderkloofdam.postalcodez.co.za/postalcode/nc/pixley-ka-seme/vanderkloof/vanderkloofdam;Location: Vanderkloofdam;8771;8771;Vanderkloof;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Riverside Uit 12;http://riverside-uit-12.postalcodez.co.za/postalcode/nc/siyanda/upington/riverside-uit-12;Location: Riverside Uit 12;8801;8800;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Kotzeshoop;http://postalcodez.co.za/postalcodes/nc/namakwa/kotzeshoop;Vioolsdrif;http://vioolsdrif.postalcodez.co.za/postalcode/nc/namakwa/kotzeshoop/vioolsdrif;Location: Vioolsdrif;-------;8245;Kotzeshoop;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Victoria West;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/victoria-west;New Bright;http://new-bright.postalcodez.co.za/postalcode/nc/pixley-ka-seme/victoria-west/new-bright;Location: New Bright;-------;7070;Victoria West;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Hanover;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/hanover;Tornadoville;http://tornadoville.postalcodez.co.za/postalcode/nc/pixley-ka-seme/hanover/tornadoville;Location: Tornadoville;-------;7005;Hanover;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
